Id_Unico,Equipo,Marca,Modelo,Servicio,Ubicacion,Nueva_Ubicacion,Fuentes,Serial
506285,BOMBA DE INFUSIÓN,ICU MEDICAL,NO DEFINIDO,LABORATORIO CLÍNICO,Hematología,,['2025_INV'],32977
506359,BOMBA DE INFUSIÓN,ICU MEDICAL,BTR-87,LABORATORIO CLÍNICO,Quimica Sanguinea ,,['2025_INV'],816
506351,BOMBA DE INFUSIÓN,ICU MEDICAL,MISTROL,LABORATORIO CLÍNICO,Microbiología,,['2025_INV'],747
546342,BOMBA DE INFUSIÓN,ICU MEDICAL,PF48I,BANCO DE SANGRE,Plaquetas ,,['2025_INV'],BIO150095 1017244
504794,BOMBA DE INFUSIÓN,ICU MEDICAL,IMPULSE 3000,TALLER BIOMÉDICO,,,['2025_INV'],003621
850,BOMBA DE INFUSIÓN,ICU MEDICAL,GEM PREMIER 5000,LABORATORIO CLÍNICO,Restriccion electrica ,,['2025_INV'],18071995
825,BOMBA DE INFUSIÓN,ICU MEDICAL,GEM PREMIER 3500,CUIDADO INTENSIVO ADULTO,,,['2025_INV'],18019206
18019207,BOMBA DE INFUSIÓN,ICU MEDICAL,GEM PREMIER 3500,CUIDADO INTENSIVO ADULTO,Estacion De Enfermeria ,,['2025_INV'],18019207
851,BOMBA DE INFUSIÓN,ICU MEDICAL,GEM PREMIER 5000,CUIDADO INTENSIVO ADULTO,Estacion De Enfermeria ,,['2025_INV'],18082012
18019205,BOMBA DE INFUSIÓN,ICU MEDICAL,GEM PREMIER 3500,LABORATORIO CLÍNICO,,,['2025_INV'],18019205
849,BOMBA DE INFUSIÓN,ICU MEDICAL,GEM PREMIER 5000,LABORATORIO CLÍNICO,Hematología,,['2025_INV'],17070908
47237,BOMBA DE INFUSIÓN,ICU MEDICAL,XN-10,LABORATORIO CLÍNICO,Hematología,,['2025_INV'],47237
21583,BOMBA DE INFUSIÓN,ICU MEDICAL,XN 1000,LABORATORIO CLÍNICO,Hematología,,['2025_INV'],21583
25055688,BOMBA DE INFUSIÓN,ICU MEDICAL,ACL ELITE PRO ,LABORATORIO CLÍNICO,Hematología,,['2025_INV'],25055688
506253,BOMBA DE INFUSIÓN,ICU MEDICAL,SIN IDENTIFICAR,LABORATORIO CLÍNICO,Deposito de reactivos ,,"['2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV']",SIN IDENTIFICAR
504804,BOMBA DE INFUSIÓN,ICU MEDICAL,DPM 2 PLUS,TALLER BIOMÉDICO,,,['2025_INV'],126911
907,BOMBA DE INFUSIÓN,ICU MEDICAL,UF5000,LABORATORIO CLÍNICO,Uroanalisis ,,['2025_INV'],13504
AI04488,BOMBA DE INFUSIÓN,ICU MEDICAL,ALINITY-I,BANCO DE SANGRE,Infecciones ,,['2025_INV'],AI04488
893,BOMBA DE INFUSIÓN,ICU MEDICAL,UC3500,LABORATORIO CLÍNICO,Uroanalisis ,,['2025_INV'],14651
504796,BOMBA DE INFUSIÓN,ICU MEDICAL,234A,TALLER BIOMÉDICO,,,['2025_INV'],1206
546061,BOMBA DE INFUSIÓN,ICU MEDICAL,GENEXPERT IV-4,LABORATORIO CLÍNICO,Tuberculosis ,,['2025_INV'],801389
546079,BOMBA DE INFUSIÓN,ICU MEDICAL,300-G,BLOQUE QUIRÚRGICO,Estacion De Enfermeria ,,['2025_INV'],368932
IVD7001128-730961,BOMBA DE INFUSIÓN,ICU MEDICAL,VIDAS 30,LABORATORIO CLÍNICO,Quimica Sanguinea ,,['2025_INV'],IVD7001128-730961
573138,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,CONSULTA EXTERNA,Cardiología,,['2025_INV'],00086
573143,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,ALMACÉN,,,['2025_INV'],00085
573144,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,ALMACÉN,,,['2025_INV'],00083
573147,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,ALMACÉN,,,['2025_INV'],00090
549149,BOMBA DE INFUSIÓN,ICU MEDICAL,SXT-5A,HOSPITALIZACIÓN GINECO-OBSTETRICIA,Sala de Partos,,['2025_INV'],L18.17.124
573148,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,ALMACÉN,,,['2025_INV'],00146
No definido,BOMBA DE INFUSIÓN,ICU MEDICAL,NO DEFINIDO,BLOQUE QUIRÚRGICO,,,['2025_INV'],FMA018969IM
573150,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,HOSPITALIZACIÓN ADULTOS 4° PISO,Hospitalización Adultos 4° piso,,['2025_INV'],00088
573151,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,ALMACÉN,,,['2025_INV'],00120
573152,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,ALMACÉN,,,['2025_INV'],00128
573153,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,ALMACÉN,,,['2025_INV'],00043
573154,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,ALMACÉN,,,"['2025_INV', '2025_INV']",00098
573155,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,ALMACÉN,CARRO DE PARO UCIN ADULT,,['2025_INV'],00137
573156,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,ALMACÉN,CARRO DE PARO UCI ADULT ESTACION 2,,['2025_INV'],00138
573157,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,ALMACÉN,,,['2025_INV'],00116
573158,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,ALMACÉN,,,['2025_INV'],00066
573159,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,ALMACÉN,,,['2025_INV'],00039
573160,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,HOSPITALIZACIÓN ADULTOS 5° PISO,Carro De Paro,,['2025_INV'],00040
573161,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,ALMACÉN,,,['2025_INV'],00125
573162,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,ALMACÉN,,,['2025_INV'],00126
573164,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,ALMACÉN,,,['2025_INV'],00041
573165,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,ALMACÉN,,,['2025_INV'],00103
545116,BOMBA DE INFUSIÓN,ICU MEDICAL,1630GL,INVENTARIOS,Bodega Inventarios,,['2025_INV'],011300008306
573149,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,GASTROENTEROLOGÍA,,,['2025_INV'],00087
541418,BOMBA DE INFUSIÓN,ICU MEDICAL,402,HEMODIÁLISIS,Bodega De La 23,,['2025_INV'],N9411
573145,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,HEMODIÁLISIS,Carro De Paro,,['2025_INV'],00024
549150,BOMBA DE INFUSIÓN,ICU MEDICAL,DHCL,HOSPITALIZACIÓN QUIRÚRGICAS,CUARTO DE EQUIPOS 3ER PISO,,['2025_INV'],045C-01554
573137,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,HOSPITALIZACIÓN PEDIATRÍA,,,['2025_INV'],00054
545117,BOMBA DE INFUSIÓN,ICU MEDICAL,1630GL,HOSPITALIZACIÓN ADULTOS 4° PISO,,,['2025_INV'],11300008305
573133,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,HOSPITALIZACIÓN ADULTOS 4° PISO,,,['2025_INV'],00134
573146,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,HOSPITALIZACIÓN ADULTOS 4° PISO,HOSPI 4 PISO,,['2025_INV'],00112
573166,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,HOSPITALIZACIÓN ADULTOS 4° PISO,Carro De Paro,,['2025_INV'],00068
573131,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,HOSPITALIZACIÓN ADULTOS 4° PISO,,,['2025_INV'],00055
573132,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,HOSPITALIZACIÓN ADULTOS 4° PISO,,,['2025_INV'],00056
573129,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,HOSPITALIZACIÓN ADULTOS 4° PISO,HOSPITALIZACION 3ER PISO,,['2025_INV'],00082
573142,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,HOSPITALIZACIÓN ADULTOS 4° PISO,,,['2025_INV'],00053
573163,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,HOSPITALIZACIÓN ADULTOS 4° PISO,,,['2025_INV'],00079
573167,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,HOSPITALIZACIÓN ADULTOS 4° PISO,,,['2025_INV'],00067
573136,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,QUIMIOTERAPIA,,,['2025_INV'],00135
573139,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,HOSPITALIZACIÓN QUIRÚRGICAS,Quirúrgicas,,['2025_INV'],00104
573140,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,HOSPITALIZACIÓN QUIRÚRGICAS,Quirúrgicas,,['2025_INV'],00136
573141,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,HOSPITALIZACIÓN QUIRÚRGICAS,Quirúrgicas,,['2025_INV'],00132
543131,BOMBA DE INFUSIÓN,ICU MEDICAL,1634DC,URGENCIAS ADULTOS,,,['2025_INV'],1060000183
549888,BOMBA DE INFUSIÓN,ICU MEDICAL,DHCL,CONSULTA EXTERNA,Consulta Externa Cons 12,,['2025_INV'],071B-00192
573134,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,URGENCIAS ADULTOS,Referencia,,['2025_INV'],00107
549896,BOMBA DE INFUSIÓN,ICU MEDICAL,DHCL,URGENCIAS ADULTOS,,,['2025_INV'],071B-00167
573135,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,URGENCIAS ADULTOS,Referencia,,['2025_INV'],00123
573130,BOMBA DE INFUSIÓN,ICU MEDICAL,7E-A,HOSPITALIZACIÓN ADULTOS 4° PISO,HOSPITALIZACION 3ER PISO,,['2025_INV'],00115
543818,BOMBA DE INFUSIÓN,ICU MEDICAL,HA-001,INVENTARIOS,Bodega Biomedicos,,['2025_INV'],RB018888
VRTA-00966,BOMBA DE INFUSIÓN,ICU MEDICAL,VIRTUO,LABORATORIO CLÍNICO,Microbiología,,['2025_INV'],VRTA-00966
D8540,BOMBA DE INFUSIÓN,ICU MEDICAL,MGIT 320,LABORATORIO CLÍNICO,Microbiología,,['2025_INV'],MT1115
24010443,BOMBA DE INFUSIÓN,ICU MEDICAL,EBSB-20,CUIDADO INTENSIVO PEDIÁTRICO,Intermedios pediatria ,,['2025_INV'],24010443
505297,BOMBA DE INFUSIÓN,ICU MEDICAL,NO DEFINIDO,BANCO DE SANGRE,Separacion De Componentes,,['2025_INV'],AJ16382
548424,BOMBA DE INFUSIÓN,ICU MEDICAL,SCA210,BANCO DE SANGRE,Separacion De Componentes,,['2025_INV'],BJ401599
574564,BOMBA DE INFUSIÓN,ICU MEDICAL,KD-P,PATOLOGÍA,,,['2025_INV'],51721
505242,BOMBA DE INFUSIÓN,ICU MEDICAL,W270,INVENTARIOS,,,['2025_INV'],910052
506312,BOMBA DE INFUSIÓN,ICU MEDICAL,EPPENDORF,LABORATORIO CLÍNICO,Hematología,,['2025_INV'],5435G471
543200,BOMBA DE INFUSIÓN,ICU MEDICAL,NO DEFINIDO,LABORATORIO CLÍNICO,Lavado ,,['2025_INV'],891198
501426,BOMBA DE INFUSIÓN,ICU MEDICAL,233KG,HOSPITALIZACIÓN GINECO-OBSTETRICIA,Sala De Partos,,"['2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV', '2025_INV']",NO DEFINIDO
542624,BOMBA DE INFUSIÓN,ICU MEDICAL,NO DEFINIDO,HOSPITALIZACIÓN PEDIATRÍA,,,['2025_INV'],681709
541410,BOMBA DE INFUSIÓN,ICU MEDICAL,65KG,CUIDADO INTENSIVO NEONATAL,Cuidado Basico,,['2025_INV'],3P7044
541698,BOMBA DE INFUSIÓN,ICU MEDICAL,NO DEFINIDO,URGENCIAS ADULTOS,Urgencias Pediatria ,,['2025_INV'],E32506-0003
572786,BOMBA DE INFUSIÓN,ICU MEDICAL,FE1000,RESIDUOS,,,['2025_INV'],2011006
571193,BOMBA DE INFUSIÓN,ICU MEDICAL,DS400,CONSULTA EXTERNA,Consultorio #20,,['2025_INV'],DS23100000026
571195,BOMBA DE INFUSIÓN,ICU MEDICAL,DS400,UNIDAD DE CUIDADO OBSTÉTRICO,UCO ,,['2025_INV'],DS23100000196
571553,BOMBA DE INFUSIÓN,ICU MEDICAL,DS4050,HOSPITALIZACIÓN PEDIATRÍA,Urgencias Pediatria ,,['2025_INV'],DS231000000007
571723,BOMBA DE INFUSIÓN,ICU MEDICAL,DS4050,URGENCIAS ADULTOS,triage 2,,['2025_INV'],DS213000005
571551,BOMBA DE INFUSIÓN,ICU MEDICAL,DS500,HOSPITALIZACIÓN ADULTOS EXPANSIÓN,,,['2025_INV'],DS2310704950
571552,BOMBA DE INFUSIÓN,ICU MEDICAL,DS500,HOSPITALIZACIÓN ADULTOS EXPANSIÓN,,,['2025_INV'],DS2310708389
549959,BOMBA DE INFUSIÓN,ICU MEDICAL,SLIM PRO,CUIDADO INTENSIVO PEDIÁTRICO,Ucin Pediatria / Carro Transporte,,['2025_INV'],SO00000160911910
571554,BOMBA DE INFUSIÓN,ICU MEDICAL,DS4050,CUIDADO INTENSIVO PEDIÁTRICO,Ucin Pediatria / Cuarto Limpio,,['2025_INV'],DS231000000040
571558,BOMBA DE INFUSIÓN,ICU MEDICAL,500 KL,URGENCIAS ADULTOS,,,['2025_INV'],5002823244927
571559,BOMBA DE INFUSIÓN,ICU MEDICAL,500 KL,URGENCIAS ADULTOS,,,['2025_INV'],5002823245090
548254,BOMBA DE INFUSIÓN,ICU MEDICAL,100KG,BANCO DE SANGRE,Gestion De Pacientes,,['2025_INV'],1000006453
548251,BOMBA DE INFUSIÓN,ICU MEDICAL,100KG,BANCO DE SANGRE,Campaña,,['2025_INV'],1000007982
546044,BOMBA DE INFUSIÓN,ICU MEDICAL,402KL,CONSULTA EXTERNA,Consultorio #8,,['2025_INV'],402WA02794
546049,BOMBA DE INFUSIÓN,ICU MEDICAL,402KL,CONSULTA EXTERNA,Cardiología,,['2025_INV'],402WA02672
546047,BOMBA DE INFUSIÓN,ICU MEDICAL,402KL,CONSULTA EXTERNA,Consultorio #11,,['2025_INV'],402WA02688
548839,BOMBA DE INFUSIÓN,ICU MEDICAL,450KL,CONSULTA EXTERNA,Consultorio #13,,['2025_INV'],4500011004
548840,BOMBA DE INFUSIÓN,ICU MEDICAL,450KL,CONSULTA EXTERNA,Consultorio #24,,['2025_INV'],4500010832
548841,BOMBA DE INFUSIÓN,ICU MEDICAL,450KL,CONSULTA EXTERNA,Consultorio #15,,['2025_INV'],4500010829
548843,BOMBA DE INFUSIÓN,ICU MEDICAL,450KL,CONSULTA EXTERNA,Consultorio #17,,['2025_INV'],4500010875
548844,BOMBA DE INFUSIÓN,ICU MEDICAL,450KL,CONSULTA EXTERNA,Consultorio #16,,['2025_INV'],4500010874
548845,BOMBA DE INFUSIÓN,ICU MEDICAL,450KL,CONSULTA EXTERNA,Consultorio #20,,['2025_INV'],4500010835
548885,BOMBA DE INFUSIÓN,ICU MEDICAL,450KL,CONSULTA EXTERNA,Consultorio #7,,['2025_INV'],4500010881
548887,BOMBA DE INFUSIÓN,ICU MEDICAL,450KL,CONSULTA EXTERNA,Consultorio #19,,['2025_INV'],4500011071
548888,BOMBA DE INFUSIÓN,ICU MEDICAL,450KL,CONSULTA EXTERNA,Consultorio #21,,['2025_INV'],4500010877
548893,BOMBA DE INFUSIÓN,ICU MEDICAL,450KL,CONSULTA EXTERNA,Consultorio #6,,['2025_INV'],4500010880
546050,BOMBA DE INFUSIÓN,ICU MEDICAL,402KL,CONSULTA EXTERNA,Consultorio #22,,['2025_INV'],402WA02686
548842,BOMBA DE INFUSIÓN,ICU MEDICAL,450KL,CONSULTA EXTERNA,Consultorio #18,,['2025_INV'],4500010883
548846,BOMBA DE INFUSIÓN,ICU MEDICAL,450KL,CONSULTA EXTERNA,Consultorio #14,,['2025_INV'],4500010826
548886,BOMBA DE INFUSIÓN,ICU MEDICAL,450KL,CONSULTA EXTERNA,Consultorio #10,,['2025_INV'],4500010839
548898,BOMBA DE INFUSIÓN,ICU MEDICAL,450KL,CONSULTA EXTERNA,Consultorio 21,,['2025_INV'],4500010831
546051,BOMBA DE INFUSIÓN,ICU MEDICAL,402KL,GASTROENTEROLOGÍA,Consultorio Gastro,,['2025_INV'],402WA02687
571555,BOMBA DE INFUSIÓN,ICU MEDICAL,402KL,URGENCIAS ADULTOS,,,['2025_INV'],402172206168W
571556,BOMBA DE INFUSIÓN,ICU MEDICAL,402KL,URGENCIAS ADULTOS,,,['2025_INV'],402172206029W
571557,BOMBA DE INFUSIÓN,ICU MEDICAL,402KL,URGENCIAS ADULTOS,Triage,,['2025_INV'],402172206054W
571719,BOMBA DE INFUSIÓN,ICU MEDICAL,402 KL,URGENCIAS ADULTOS,,,['2025_INV'],402172205959W
572323,BOMBA DE INFUSIÓN,ICU MEDICAL,MS3500,URGENCIAS PEDIATRÍA,,,['2025_INV'],C22006876
546045,BOMBA DE INFUSIÓN,ICU MEDICAL,402KL,HEMODIÁLISIS,,,['2025_INV'],402WA02669
546046,BOMBA DE INFUSIÓN,ICU MEDICAL,402KL,HOSPITALIZACIÓN ADULTOS 4° PISO,,,['2025_INV'],402WA02655
545262,BOMBA DE INFUSIÓN,ICU MEDICAL,402KL,UNIDAD DE CUIDADO OBSTÉTRICO,UCO,,['2025_INV'],402WA01139
540623,BOMBA DE INFUSIÓN,ICU MEDICAL,FU3,CUIDADO INTENSIVO NEONATAL,Cuidado Basico,,['2025_INV'],738E-28
572295,BOMBA DE INFUSIÓN,ICU MEDICAL,MS3500,BLOQUE QUIRÚRGICO,,,['2025_INV'],C22013022
543924,BOMBA DE INFUSIÓN,ICU MEDICAL,553 KL,CONSULTA EXTERNA,Consulta Externa Cons 20,,['2025_INV'],5530007886
548683,BOMBA DE INFUSIÓN,ICU MEDICAL,522KL,CONSULTA EXTERNA,Consultorio 21,,['2025_INV'],5220003418
548837,BOMBA DE INFUSIÓN,ICU MEDICAL,522KL,CONSULTA EXTERNA,Consultorio 19,,['2025_INV'],5220003701
549954,BOMBA DE INFUSIÓN,ICU MEDICAL,522KL,HOSPITALIZACIÓN GINECO-OBSTETRICIA,Sala De Partos,,['2025_INV'],5220005225
549952,BOMBA DE INFUSIÓN,ICU MEDICAL,522KL,HOSPITALIZACIÓN PEDIATRÍA,,,['2025_INV'],5220005492
549953,BOMBA DE INFUSIÓN,ICU MEDICAL,522KL,CUIDADO INTENSIVO NEONATAL,Intermedios Neonatos ,,['2025_INV'],5220005162
545995,BOMBA DE INFUSIÓN,ICU MEDICAL,553KL,CUIDADO INTENSIVO NEONATAL,Madre Canguro,,['2025_INV'],5530017455
546319,BOMBA DE INFUSIÓN,ICU MEDICAL,856,CUIDADO INTENSIVO NEONATAL,Intermedios Neonatos ,,['2025_INV'],8856281130036
546320,BOMBA DE INFUSIÓN,ICU MEDICAL,856,CUIDADO INTENSIVO NEONATAL,Intensivo Neonatos ,,['2025_INV'],8856281130394
549956,BOMBA DE INFUSIÓN,ICU MEDICAL,522KL,CUIDADO INTENSIVO NEONATAL,Intensivo Neonatos ,,['2025_INV'],5220005471
549957,BOMBA DE INFUSIÓN,ICU MEDICAL,MS3500,CUIDADO INTENSIVO PEDIÁTRICO,,,['2025_INV'],C16011338
549958,BOMBA DE INFUSIÓN,ICU MEDICAL,MS3500,CUIDADO INTENSIVO PEDIÁTRICO,Ucin Pediatria / Carro Transporte,,['2025_INV'],C16011361
202109231,BOMBA DE INFUSIÓN,ICU MEDICAL,CS300,BANCO DE SANGRE,Separacion De Componentes,,['2025_INV'],202109231
2025032484,BOMBA DE INFUSIÓN,ICU MEDICAL,D601,BANCO DE SANGRE,Recoleccion de muestras ,,['2025_INV'],2025032484
2025022415,BOMBA DE INFUSIÓN,ICU MEDICAL,D601,BANCO DE SANGRE,Recoleccion de muestras ,,['2025_INV'],2025022415
2025022445,BOMBA DE INFUSIÓN,ICU MEDICAL,D601,BANCO DE SANGRE,Recoleccion de muestras ,,['2025_INV'],2025022445
2025022424,BOMBA DE INFUSIÓN,ICU MEDICAL,D601,BANCO DE SANGRE,Recoleccion de muestras ,,['2025_INV'],2025022424
546066,BOMBA DE INFUSIÓN,ICU MEDICAL,BIOMIXER BM 323,BANCO DE SANGRE,Recoleccion de muestras ,,['2025_INV'],14-03-5706 - BIO140208
458956,BOMBA DE INFUSIÓN,ICU MEDICAL,NO DEFINIDO,HOSPITALIZACIÓN GINECO-OBSTETRICIA,,,['2025_INV'],AHF03302
891,BOMBA DE INFUSIÓN,ICU MEDICAL,NO DEFINIDO,CUIDADO INTENSIVO NEONATAL,Cuarto De Equipos ,,['2025_INV'],AJF03832
549975,BOMBA DE INFUSIÓN,ICU MEDICAL,03920A,CUIDADO INTENSIVO NEONATAL,Cuarto De Equipos ,,['2025_INV'],BHF06754
545329,BOMBA DE INFUSIÓN,ICU MEDICAL,NO DEFINIDO,CUIDADO INTENSIVO NEONATAL,,,['2025_INV'],AHF03292
549974,BOMBA DE INFUSIÓN,ICU MEDICAL,03920A,CUIDADO INTENSIVO NEONATAL,Cuarto De Equipos ,,['2025_INV'],BHF06150
131211202336,BOMBA DE INFUSIÓN,ICU MEDICAL,MR850SJU,CUIDADO INTENSIVO NEONATAL,Intensivo Neonatos ,,['2025_INV'],131211202336
131211202342,BOMBA DE INFUSIÓN,ICU MEDICAL,MR850SJU,CUIDADO INTENSIVO NEONATAL,Intensivo Neonatos ,,['2025_INV'],131211202342
80926031660,BOMBA DE INFUSIÓN,ICU MEDICAL,MR850SJU,CUIDADO INTENSIVO NEONATAL,Intensivo Neonatos ,,['2025_INV'],080926031660
